primary_id,value,timestamp
bjn2p3tp0jt000a5eiug,76.37,1659605832321
bjn2p3tp0jt000a5eiug,76.28,1659606774041
bjn2p3tp0jt000a5eiug,76.37,1659607717240
bjn2p3tp0jt000a5eiug,76.37,1659608661096
bjn2p3tp0jt000a5eiug,76.46,1659609603807
bjn2p3tp0jt000a5eiug,76.82,1659610546478
bjn2p3tp0jt000a5eiug,76.28,1659611487944
bjn2p3tp0jt000a5eiug,76.46,1659612432260
bjn2p3tp0jt000a5eiug,76.64,1659613373587
bjn2p3tp0jt000a5eiug,76.73,1659614317080
bjn2p3tp0jt000a5eiug,76.37,1659615259563
bjn2p3tp0jt000a5eiug,76.55,1659616201579
bjn2p3tp0jt000a5eiug,76.1,1659617143362
bjn2p3tp0jt000a5eiug,76.64,1659618085970
bjn2p3tp0jt000a5eiug,76.46,1659619029246
bjn2p3tp0jt000a5eiug,76.73,1659619973100
bjn2p3tp0jt000a5eiug,76.73,1659620914091
bjn2p3tp0jt000a5eiug,76.64,1659621857109
bjn2p3tp0jt000a5eiug,76.91,1659622799474
bjn2p3tp0jt000a5eiug,77.45,1659623742807
bjn2p3tp0jt000a5eiug,76.73,1659624684101
bjn2p3tp0jt000a5eiug,77.54,1659625624450
bjn2p3tp0jt000a5eiug,77.45,1659626565162
bjn2p3tp0jt000a5eiug,77.54,1659627507474
bjn2p3tp0jt000a5eiug,77.72,1659628447244
bjn2p3tp0jt000a5eiug,77.09,1659629387721
bjn2p3tp0jt000a5eiug,77.72,1659630329086
bjn2p3tp0jt000a5eiug,77.45,1659631269747
bjn2p3tp0jt000a5eiug,77.63,1659632211074
bjn2p3tp0jt000a5eiug,77.36,1659633152207
bjn2p3tp0jt000a5eiug,76.91,1659634095330
bjn2p3tp0jt000a5eiug,77.18,1659635035208
bjn2p3tp0jt000a5eiug,76.46,1659635977318
bjn2p3tp0jt000a5eiug,76.19,1659636921462
bjn2p3tp0jt000a5eiug,76.73,1659637863115
bjn2p3tp0jt000a5eiug,76.73,1659638806245
bjn2p3tp0jt000a5eiug,76.46,1659639750516
bjn2p3tp0jt000a5eiug,76.37,1659640692025
bjn2p3tp0jt000a5eiug,76.46,1659641636308
bjn2p3tp0jt000a5eiug,76.82,1659642578670
bjn2p3tp0jt000a5eiug,76.28,1659643520206
bjn2p3tp0jt000a5eiug,76.82,1659644463209
bjn2p3tp0jt000a5eiug,76.55,1659645407547
bjn2p3tp0jt000a5eiug,76.91,1659646350484
bjn2p3tp0jt000a5eiug,76.28,1659647292592
bjn2p3tp0jt000a5eiug,76.73,1659648236466
bjn2p3tp0jt000a5eiug,76.64,1659649177293
bjn2p3tp0jt000a5eiug,76.19,1659650120235
bjn2p3tp0jt000a5eiug,76.73,1659651064324
bjn2p3tp0jt000a5eiug,76.19,1659652007100
bjn2p3tp0jt000a5eiug,76.64,1659652950039
bjn2p3tp0jt000a5eiug,76.46,1659653891570
bjn2p3tp0jt000a5eiug,76.55,1659654836242
bjn2p3tp0jt000a5eiug,76.82,1659655779223
bjn2p3tp0jt000a5eiug,76.1,1659656720469
bjn2p3tp0jt000a5eiug,76.46,1659657665237
bjn2p3tp0jt000a5eiug,76.64,1659658607075
bjn2p3tp0jt000a5eiug,76.28,1659659550000
bjn2p3tp0jt000a5eiug,76.37,1659660494490
bjn2p3tp0jt000a5eiug,76.64,1659661437488
bjn2p3tp0jt000a5eiug,76.55,1659662379502
bjn2p3tp0jt000a5eiug,75.92,1659663322856
bjn2p3tp0jt000a5eiug,76.1,1659664266494
bjn2p3tp0jt000a5eiug,76.55,1659665209477
bjn2p3tp0jt000a5eiug,76.55,1659666152279
bjn2p3tp0jt000a5eiug,75.74,1659667096716
bjn2p3tp0jt000a5eiug,76.1,1659668038660
bjn2p3tp0jt000a5eiug,76.37,1659668982490
bjn2p3tp0jt000a5eiug,76.28,1659669925362
bjn2p3tp0jt000a5eiug,75.92,1659670868583
bjn2p3tp0jt000a5eiug,75.83,1659671813963
bjn2p3tp0jt000a5eiug,75.83,1659672757934
bjn2p3tp0jt000a5eiug,76.01,1659673701357
bjn2p3tp0jt000a5eiug,76.28,1659674644860
bjn2p3tp0jt000a5eiug,76.37,1659675586998
bjn2p3tp0jt000a5eiug,76.28,1659676531487
bjn2p3tp0jt000a5eiug,75.83,1659677474490
bjn2p3tp0jt000a5eiug,76.1,1659678419197
bjn2p3tp0jt000a5eiug,75.74,1659679361850
bjn2p3tp0jt000a5eiug,76.28,1659680306904
bjn2p3tp0jt000a5eiug,75.92,1659681250737
bjn2p3tp0jt000a5eiug,76.19,1659682194595
bjn2p3tp0jt000a5eiug,76.19,1659683138078
bjn2p3tp0jt000a5eiug,76.01,1659684080342
bjn2p3tp0jt000a5eiug,76.28,1659685024999
bjn2p3tp0jt000a5eiug,76.1,1659685968967
bjn2p3tp0jt000a5eiug,76.19,1659686911437
bjn2p3tp0jt000a5eiug,75.83,1659687856593
bjn2p3tp0jt000a5eiug,76.01,1659688800504
bjn2p3tp0jt000a5eiug,76.1,1659689742968
bjn2p3tp0jt000a5eiug,75.92,1659690686490
bjn2p3tp0jt000a5eiug,76.19,1659691631715
bjn2p3tp0jt000a5eiug,75.83,1659692575577
bjn2p3tp0jt000a5eiug,75.83,1659693519770
bjn2p3tp0jt000a5eiug,76.1,1659694462375
bjn2p3tp0jt000a5eiug,75.74,1659695407847
bjn2p3tp0jt000a5eiug,75.74,1659696351312
bjn2p3tp0jt000a5eiug,76.01,1659697295528
bjn2p3tp0jt000a5eiug,75.65,1659698238508
bjn2p3tp0jt000a5eiug,75.92,1659699182725
bjn2p3tp0jt000a5eiug,76.01,1659700127862
bjn2p3tp0jt000a5eiug,76.64,1659701070914
bjn2p3tp0jt000a5eiug,76.73,1659702013257
bjn2p3tp0jt000a5eiug,77.27,1659702955488
bjn2p3tp0jt000a5eiug,77.45,1659703896257
bjn2p3tp0jt000a5eiug,77.9,1659704835488
bjn2p3tp0jt000a5eiug,78.17,1659705776095
bjn2p3tp0jt000a5eiug,78.53,1659706715681
bjn2p3tp0jt000a5eiug,78.44,1659707655209
bjn2p3tp0jt000a5eiug,78.62,1659708593875
bjn2p3tp0jt000a5eiug,78.44,1659709531747
bjn2p3tp0jt000a5eiug,78.53,1659710471808
bjn2p3tp0jt000a5eiug,78.89,1659711409080
bjn2p3tp0jt000a5eiug,78.53,1659712348120
bjn2p3tp0jt000a5eiug,78.35,1659713288060
bjn2p3tp0jt000a5eiug,78.62,1659714227093
bjn2p3tp0jt000a5eiug,78.44,1659715164768
bjn2p3tp0jt000a5eiug,79.25,1659716103773
bjn2p3tp0jt000a5eiug,79.43,1659717040473
bjn2p3tp0jt000a5eiug,79.52,1659717978732
bjn2p3tp0jt000a5eiug,79.07,1659718915665
bjn2p3tp0jt000a5eiug,79.43,1659719852973
bjn2p3tp0jt000a5eiug,79.25,1659720790086
bjn2p3tp0jt000a5eiug,79.25,1659721727490
bjn2p3tp0jt000a5eiug,79.7,1659722664175
bjn2p3tp0jt000a5eiug,79.34,1659723600982
bjn2p3tp0jt000a5eiug,79.79,1659724537837
bjn2p3tp0jt000a5eiug,79.52,1659725474726
bjn2p3tp0jt000a5eiug,79.34,1659726411873
bjn2p3tp0jt000a5eiug,80.06,1659727348473
bjn2p3tp0jt000a5eiug,79.7,1659728285594
bjn2p3tp0jt000a5eiug,80.06,1659729222090
bjn2p3tp0jt000a5eiug,80.06,1659730158317
bjn2p3tp0jt000a5eiug,80.33,1659731094273
bjn2p3tp0jt000a5eiug,80.06,1659732030221
bjn2p3tp0jt000a5eiug,80.24,1659732966476
bjn2p3tp0jt000a5eiug,79.88,1659733902629
bjn2p3tp0jt000a5eiug,79.61,1659734839107
bjn2p3tp0jt000a5eiug,79.61,1659735775999
bjn2p3tp0jt000a5eiug,80.06,1659736712791
bjn2p3tp0jt000a5eiug,79.79,1659737649311
bjn2p3tp0jt000a5eiug,79.79,1659738586190
bjn2p3tp0jt000a5eiug,79.79,1659739523291
bjn2p3tp0jt000a5eiug,79.88,1659740460244
bjn2p3tp0jt000a5eiug,80.6,1659741396091
bjn2p3tp0jt000a5eiug,80.42,1659742331344
bjn2p3tp0jt000a5eiug,80.78,1659743266932
bjn2p3tp0jt000a5eiug,80.51,1659744202338
bjn2p3tp0jt000a5eiug,80.06,1659745138481
bjn2p3tp0jt000a5eiug,80.33,1659746074090
bjn2p3tp0jt000a5eiug,79.79,1659747010791
bjn2p3tp0jt000a5eiug,79.07,1659747949595
bjn2p3tp0jt000a5eiug,78.98,1659748887948
bjn2p3tp0jt000a5eiug,78.71,1659749826263
bjn2p3tp0jt000a5eiug,78.98,1659750763196
bjn2p3tp0jt000a5eiug,78.98,1659751702921
bjn2p3tp0jt000a5eiug,78.53,1659752641572
bjn2p3tp0jt000a5eiug,78.71,1659753580219
bjn2p3tp0jt000a5eiug,78.8,1659754517136
bjn2p3tp0jt000a5eiug,78.8,1659755455733
bjn2p3tp0jt000a5eiug,78.53,1659756394567
bjn2p3tp0jt000a5eiug,78.44,1659757334581
bjn2p3tp0jt000a5eiug,78.62,1659758273485
bjn2p3tp0jt000a5eiug,78.35,1659759212336
bjn2p3tp0jt000a5eiug,78.26,1659760151851
bjn2p3tp0jt000a5eiug,78.17,1659761089985
bjn2p3tp0jt000a5eiug,78.44,1659762031331
bjn2p3tp0jt000a5eiug,78.44,1659762970858
bjn2p3tp0jt000a5eiug,78.26,1659763910174
bjn2p3tp0jt000a5eiug,78.35,1659764848508
bjn2p3tp0jt000a5eiug,78.08,1659765788211
bjn2p3tp0jt000a5eiug,78.26,1659766728630
bjn2p3tp0jt000a5eiug,78.26,1659767668324
bjn2p3tp0jt000a5eiug,77.9,1659768607771
bjn2p3tp0jt000a5eiug,78.26,1659769546986
bjn2p3tp0jt000a5eiug,78.26,1659770486588
bjn2p3tp0jt000a5eiug,78.17,1659771426689
bjn2p3tp0jt000a5eiug,78.08,1659772365364
bjn2p3tp0jt000a5eiug,77.9,1659773306583
bjn2p3tp0jt000a5eiug,77.81,1659774245348
bjn2p3tp0jt000a5eiug,77.63,1659775185408
bjn2p3tp0jt000a5eiug,77.63,1659776127210
bjn2p3tp0jt000a5eiug,77.9,1659777067478
bjn2p3tp0jt000a5eiug,77.99,1659778007766
bjn2p3tp0jt000a5eiug,78.08,1659778948004
bjn2p3tp0jt000a5eiug,77.63,1659779887205
bjn2p3tp0jt000a5eiug,77.54,1659780829406
bjn2p3tp0jt000a5eiug,77.45,1659781770527
bjn2p3tp0jt000a5eiug,77.54,1659782709725
bjn2p3tp0jt000a5eiug,77.36,1659783652888
bjn2p3tp0jt000a5eiug,77.36,1659784593068
bjn2p3tp0jt000a5eiug,78.17,1659785531785
bjn2p3tp0jt000a5eiug,78.89,1659786470926
bjn2p3tp0jt000a5eiug,79.79,1659787410260
bjn2p3tp0jt000a5eiug,80.24,1659788344836
bjn2p3tp0jt000a5eiug,81.23,1659789279405
bjn2p3tp0jt000a5eiug,81.95,1659790213128
bjn2p3tp0jt000a5eiug,82.49,1659791145755
bjn2p3tp0jt000a5eiug,83.03,1659792077948
bjn2p3tp0jt000a5eiug,83.3,1659793008776
bjn2p3tp0jt000a5eiug,83.66,1659793939098
bjn2p3tp0jt000a5eiug,83.66,1659794868907
bjn2p3tp0jt000a5eiug,83.75,1659795799078
bjn2p3tp0jt000a5eiug,83.21,1659796729036
bjn2p3tp0jt000a5eiug,82.31,1659797660340
bjn2p3tp0jt000a5eiug,82.31,1659798592838
bjn2p3tp0jt000a5eiug,82.49,1659799525180
bjn2p3tp0jt000a5eiug,82.49,1659800456965
bjn2p3tp0jt000a5eiug,81.86,1659801392325
bjn2p3tp0jt000a5eiug,81.41,1659802323445
bjn2p3tp0jt000a5eiug,81.23,1659803257741
bjn2p3tp0jt000a5eiug,81.32,1659804192051
bjn2p3tp0jt000a5eiug,80.96,1659805126327
bjn2p3tp0jt000a5eiug,80.51,1659806061807
bjn2p3tp0jt000a5eiug,80.24,1659806997661
bjn2p3tp0jt000a5eiug,80.15,1659807935077
bjn2p3tp0jt000a5eiug,80.24,1659808871697
bjn2p3tp0jt000a5eiug,80.15,1659809808043
bjn2p3tp0jt000a5eiug,80.06,1659810743799
bjn2p3tp0jt000a5eiug,79.52,1659811680838
bjn2p3tp0jt000a5eiug,80.06,1659812618951
bjn2p3tp0jt000a5eiug,80.06,1659813555732
bjn2p3tp0jt000a5eiug,80.06,1659814492235
bjn2p3tp0jt000a5eiug,79.7,1659815427597
bjn2p3tp0jt000a5eiug,79.88,1659816365474
bjn2p3tp0jt000a5eiug,79.7,1659817300487
bjn2p3tp0jt000a5eiug,80.06,1659818236892
bjn2p3tp0jt000a5eiug,80.06,1659819173224
bjn2p3tp0jt000a5eiug,79.97,1659820110243
bjn2p3tp0jt000a5eiug,79.25,1659821047431
bjn2p3tp0jt000a5eiug,79.7,1659821985108
bjn2p3tp0jt000a5eiug,79.7,1659822923369
bjn2p3tp0jt000a5eiug,79.79,1659823859073
bjn2p3tp0jt000a5eiug,79.7,1659824796053
bjn2p3tp0jt000a5eiug,79.61,1659825733191
bjn2p3tp0jt000a5eiug,79.34,1659826671490
bjn2p3tp0jt000a5eiug,79.61,1659827609008
bjn2p3tp0jt000a5eiug,79.25,1659828546288
bjn2p3tp0jt000a5eiug,79.52,1659829482572
bjn2p3tp0jt000a5eiug,79.34,1659830419788
bjn2p3tp0jt000a5eiug,79.43,1659831357229
bjn2p3tp0jt000a5eiug,79.25,1659832296230
bjn2p3tp0jt000a5eiug,79.25,1659833234907
bjn2p3tp0jt000a5eiug,78.98,1659834171459
bjn2p3tp0jt000a5eiug,78.89,1659835111716
bjn2p3tp0jt000a5eiug,78.89,1659836050272
bjn2p3tp0jt000a5eiug,79.16,1659836987350
